movieId,title,genres
1320,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller
6016,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
225,Disclosure (1994),Drama|Thriller
1094,"Crying Game, The (1992)",Drama|Romance|Thriller
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
49272,Casino Royale (2006),Action|Adventure|Thriller
6934,"Matrix Revolutions, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX
494,Executive Decision (1996),Action|Adventure|Thriller
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller
1722,Tomorrow Never Dies (1997),Action|Adventure|Thriller
1748,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller
805,"Time to Kill, A (1996)",Drama|Thriller
1876,Deep Impact (1998),Drama|Sci-Fi|Thriller
1729,Jackie Brown (1997),Crime|Drama|Thriller
1909,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller
1645,"Devil's Advocate, The (1997)",Drama|Mystery|Thriller
2167,Blade (1998),Action|Horror|Thriller
48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama|Fantasy|Thriller
376,"River Wild, The (1994)",Action|Thriller
48780,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller
2947,Goldfinger (1964),Action|Adventure|Thriller
628,Primal Fear (1996),Crime|Drama|Mystery|Thriller
1674,Witness (1985),Drama|Romance|Thriller
315,"Specialist, The (1994)",Action|Drama|Thriller
1333,"Birds, The (1963)",Horror|Thriller
1092,Basic Instinct (1992),Crime|Mystery|Thriller
54286,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller
5502,Signs (2002),Horror|Sci-Fi|Thriller
1597,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller
2455,"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller
2023,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller
4720,"Others, The (2001)",Drama|Horror|Mystery|Thriller
1339,Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller
2278,Ronin (1998),Action|Crime|Thriller
22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller
40815,Harry Potter and the Goblet of Fire (2005),Adventure|Fantasy|Thriller|IMAX
3755,"Perfect Storm, The (2000)",Drama|Thriller
3101,Fatal Attraction (1987),Drama|Thriller
8644,"I, Robot (2004)",Action|Adventure|Sci-Fi|Thriller
5679,"Ring, The (2002)",Horror|Mystery|Thriller
2273,Rush Hour (1998),Action|Comedy|Crime|Thriller
4848,Mulholland Drive (2001),Crime|Drama|Film-Noir|Mystery|Thriller
1249,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller
1921,Pi (1998),Drama|Sci-Fi|Thriller
1562,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller
1343,Cape Fear (1991),Thriller
3499,Misery (1990),Drama|Horror|Thriller
1994,Poltergeist (1982),Horror|Thriller
1267,"Manchurian Candidate, The (1962)",Crime|Thriller|War
48774,Children of Men (2006),Action|Adventure|Drama|Sci-Fi|Thriller
3256,Patriot Games (1992),Action|Thriller
45,To Die For (1995),Comedy|Drama|Thriller
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller
2076,Blue Velvet (1986),Drama|Mystery|Thriller
3006,"Insider, The (1999)",Drama|Thriller
7254,The Butterfly Effect (2004),Drama|Sci-Fi|Thriller
1061,Sleepers (1996),Thriller
2058,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller
3535,American Psycho (2000),Crime|Horror|Mystery|Thriller
1953,"French Connection, The (1971)",Action|Crime|Thriller
1345,Carrie (1976),Drama|Fantasy|Horror|Thriller
2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
724,"Craft, The (1996)",Drama|Fantasy|Horror|Thriller
1047,"Long Kiss Goodnight, The (1996)",Action|Drama|Thriller
1918,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller
2871,Deliverance (1972),Adventure|Drama|Thriller
3082,"World Is Not Enough, The (1999)",Action|Adventure|Thriller
4975,Vanilla Sky (2001),Mystery|Romance|Sci-Fi|Thriller
2490,Payback (1999),Action|Thriller
2605,Entrapment (1999),Crime|Thriller
4776,Training Day (2001),Crime|Drama|Thriller
70286,District 9 (2009),Mystery|Sci-Fi|Thriller
968,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller
3275,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller
849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller
3863,"Cell, The (2000)",Drama|Horror|Thriller
1479,"Saint, The (1997)",Action|Romance|Sci-Fi|Thriller
8798,Collateral (2004),Action|Crime|Drama|Thriller
1912,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller
170,Hackers (1995),Action|Adventure|Crime|Thriller
3510,Frequency (2000),Drama|Thriller
4270,"Mummy Returns, The (2001)",Action|Adventure|Comedy|Thriller
2160,Rosemary's Baby (1968),Drama|Horror|Thriller
3386,JFK (1991),Drama|Mystery|Thriller
1805,Wild Things (1998),Crime|Drama|Mystery|Thriller
1321,"American Werewolf in London, An (1981)",Comedy|Horror|Thriller
1347,"Nightmare on Elm Street, A (1984)",Horror|Thriller
2881,Double Jeopardy (1999),Action|Crime|Drama|Thriller
1644,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller
1882,Godzilla (1998),Action|Sci-Fi|Thriller
230,Dolores Claiborne (1995),Drama|Thriller
2722,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller
3826,Hollow Man (2000),Horror|Sci-Fi|Thriller
2949,Dr. No (1962),Action|Adventure|Thriller
2948,From Russia with Love (1963),Action|Adventure|Thriller
319,Shallow Grave (1994),Comedy|Drama|Thriller
3300,Pitch Black (2000),Horror|Sci-Fi|Thriller
4148,Hannibal (2001),Horror|Thriller
1037,"Lawnmower Man, The (1992)",Action|Horror|Sci-Fi|Thriller
303,"Quick and the Dead, The (1995)",Action|Thriller|Western
1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller
49530,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War
1717,Scream 2 (1997),Comedy|Horror|Mystery|Thriller
2707,Arlington Road (1999),Thriller
3555,U-571 (2000),Action|Thriller|War
4369,"Fast and the Furious, The (2001)",Action|Crime|Thriller
356,Forrest Gump (1994),Comedy|Drama|Romance|War
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
377,Speed (1994),Action|Romance|Thriller
595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
597,Pretty Woman (1990),Comedy|Romance
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
736,Twister (1996),Action|Adventure|Romance|Thriller
1721,Titanic (1997),Drama|Romance
1265,Groundhog Day (1993),Comedy|Fantasy|Romance
4306,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance
587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
539,Sleepless in Seattle (1993),Comedy|Drama|Romance
1704,Good Will Hunting (1997),Drama|Romance
357,Four Weddings and a Funeral (1994),Comedy|Romance
39,Clueless (1995),Comedy|Romance
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance
1923,There's Something About Mary (1998),Comedy|Romance
2396,Shakespeare in Love (1998),Comedy|Drama|Romance
912,Casablanca (1942),Drama|Romance
4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
2706,American Pie (1999),Comedy|Romance
339,While You Were Sleeping (1995),Comedy|Romance
7361,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
1393,Jerry Maguire (1996),Drama|Romance
4995,"Beautiful Mind, A (2001)",Drama|Romance
1307,When Harry Met Sally... (1989),Comedy|Romance
1784,As Good as It Gets (1997),Comedy|Drama|Romance
25,Leaving Las Vegas (1995),Drama|Romance
2291,Edward Scissorhands (1990),Drama|Fantasy|Romance
1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller
17,Sense and Sensibility (1995),Drama|Romance
1101,Top Gun (1986),Action|Romance
2797,Big (1988),Comedy|Drama|Fantasy|Romance
440,Dave (1993),Comedy|Romance
788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
11,"American President, The (1995)",Comedy|Drama|Romance
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
509,"Piano, The (1993)",Drama|Romance
1247,"Graduate, The (1967)",Comedy|Drama|Romance
266,Legends of the Fall (1994),Drama|Romance|War|Western
3481,High Fidelity (2000),Comedy|Drama|Romance
6711,Lost in Translation (2003),Comedy|Drama|Romance
1380,Grease (1978),Comedy|Musical|Romance
908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller
1230,Annie Hall (1977),Comedy|Romance
1183,"English Patient, The (1996)",Drama|Romance|War
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
8360,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance
920,Gone with the Wind (1939),Drama|Romance|War
163,Desperado (1995),Action|Romance|Western
2081,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance
497,Much Ado About Nothing (1993),Comedy|Romance
903,Vertigo (1958),Drama|Mystery|Romance|Thriller
953,It's a Wonderful Life (1946),Drama|Fantasy|Romance
1035,"Sound of Music, The (1965)",Musical|Romance
1639,Chasing Amy (1997),Comedy|Drama|Romance
2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
1777,"Wedding Singer, The (1998)",Comedy|Romance
3081,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance
2006,"Mask of Zorro, The (1998)",Action|Comedy|Romance
7,Sabrina (1995),Comedy|Romance
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance
3,Grumpier Old Men (1995),Comedy|Romance
7147,Big Fish (2003),Drama|Fantasy|Romance
151,Rob Roy (1995),Action|Drama|Romance|War
2671,Notting Hill (1999),Comedy|Romance
802,Phenomenon (1996),Drama|Romance
1408,"Last of the Mohicans, The (1992)",Action|Romance|War|Western
1094,"Crying Game, The (1992)",Drama|Romance|Thriller
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
236,French Kiss (1995),Action|Comedy|Romance
60069,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi
168,First Knight (1995),Action|Drama|Romance
4246,Bridget Jones's Diary (2001),Comedy|Drama|Romance
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance
2100,Splash (1984),Comedy|Fantasy|Romance
2572,10 Things I Hate About You (1999),Comedy|Romance
4308,Moulin Rouge (2001),Drama|Musical|Romance
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance
2424,You've Got Mail (1998),Comedy|Romance
186,Nine Months (1995),Comedy|Romance
1674,Witness (1985),Drama|Romance|Thriller
1088,Dirty Dancing (1987),Drama|Musical|Romance
56367,Juno (2007),Comedy|Drama|Romance
515,"Remains of the Day, The (1993)",Drama|Romance
852,Tin Cup (1996),Comedy|Drama|Romance
969,"African Queen, The (1951)",Adventure|Comedy|Romance|War
783,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance
1597,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller
899,Singin' in the Rain (1952),Comedy|Musical|Romance
4014,Chocolat (2000),Drama|Romance
1059,William Shakespeare's Romeo + Juliet (1996),Drama|Romance
5299,My Big Fat Greek Wedding (2002),Comedy|Romance
252,I.Q. (1994),Comedy|Romance
2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance
1339,Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller
1569,My Best Friend's Wedding (1997),Comedy|Romance
914,My Fair Lady (1964),Comedy|Drama|Musical|Romance
105,"Bridges of Madison County, The (1995)",Drama|Romance
35836,"40-Year-Old Virgin, The (2005)",Comedy|Romance
902,Breakfast at Tiffany's (1961),Drama|Romance
8784,Garden State (2004),Comedy|Drama|Romance
5377,About a Boy (2002),Comedy|Drama|Romance
5902,Adaptation (2002),Comedy|Drama|Romance
52,Mighty Aphrodite (1995),Comedy|Drama|Romance
1249,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller
63082,Slumdog Millionaire (2008),Crime|Drama|Romance
6373,Bruce Almighty (2003),Comedy|Drama|Fantasy|Romance
2248,Say Anything... (1989),Comedy|Drama|Romance
1022,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance
4447,Legally Blonde (2001),Comedy|Romance
6942,Love Actually (2003),Comedy|Drama|Romance
224,Don Juan DeMarco (1995),Comedy|Drama|Romance
4018,What Women Want (2000),Comedy|Romance
1947,West Side Story (1961),Drama|Musical|Romance
2144,Sixteen Candles (1984),Comedy|Romance
180,Mallrats (1995),Comedy|Romance
4975,Vanilla Sky (2001),Mystery|Romance|Sci-Fi|Thriller
4310,Pearl Harbor (2001),Action|Drama|Romance|War
2724,Runaway Bride (1999),Comedy|Romance
1244,Manhattan (1979),Comedy|Drama|Romance
1235,Harold and Maude (1971),Comedy|Drama|Romance
2393,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi
1357,Shine (1996),Drama|Romance
4361,Tootsie (1982),Comedy|Romance
372,Reality Bites (1994),Comedy|Drama|Romance
3210,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance
1907,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance
838,Emma (1996),Comedy|Drama|Romance
1479,"Saint, The (1997)",Action|Romance|Sci-Fi|Thriller
1912,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller
3108,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance
2020,Dangerous Liaisons (1988),Drama|Romance
1188,Strictly Ballroom (1992),Comedy|Romance
362,"Jungle Book, The (1994)",Adventure|Children|Romance
8949,Sideways (2004),Comedy|Drama|Romance
3072,Moonstruck (1987),Comedy|Romance
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance
3868,"Naked Gun: From the Files of Police Squad!, The (1988)",Action|Comedy|Crime|Romance
6218,Bend It Like Beckham (2002),Comedy|Drama|Romance
2145,Pretty in Pink (1986),Comedy|Drama|Romance
2581,Never Been Kissed (1999),Comedy|Romance
34162,Wedding Crashers (2005),Comedy|Romance
3361,Bull Durham (1988),Comedy|Drama|Romance
1175,Delicatessen (1991),Comedy|Drama|Romance
2108,L.A. Story (1991),Comedy|Romance
1680,Sliding Doors (1998),Drama|Romance
33679,Mr. & Mrs. Smith (2005),Action|Adventure|Comedy|Romance
898,"Philadelphia Story, The (1940)",Comedy|Drama|Romance
1296,"Room with a View, A (1986)",Drama|Romance
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance
40819,Walk the Line (2005),Drama|Musical|Romance
237,Forget Paris (1995),Comedy|Romance
47610,"Illusionist, The (2006)",Drama|Fantasy|Mystery|Romance
3556,"Virgin Suicides, The (1999)",Drama|Romance
46976,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance
866,Bound (1996),Crime|Drama|Romance|Thriller
3257,"Bodyguard, The (1992)",Drama|Romance|Thriller
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance
2405,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance
7293,50 First Dates (2004),Comedy|Romance
6953,21 Grams (2003),Crime|Drama|Mystery|Romance|Thriller
1409,Michael (1996),Comedy|Drama|Fantasy|Romance
1441,Benny & Joon (1993),Comedy|Romance
1411,Hamlet (1996),Crime|Drama|Romance
222,Circle of Friends (1995),Drama|Romance
916,Roman Holiday (1953),Comedy|Drama|Romance
2243,Broadcast News (1987),Comedy|Drama|Romance
69757,(500) Days of Summer (2009),Comedy|Drama|Romance
44555,"Lives of Others, The (Das leben der Anderen) (2006)",Drama|Romance|Thriller
2067,Doctor Zhivago (1965),Drama|Romance|War
2125,Ever After: A Cinderella Story (1998),Comedy|Drama|Romance
31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance
4299,"Knight's Tale, A (2001)",Action|Comedy|Romance
39183,Brokeback Mountain (2005),Drama|Romance
2485,She's All That (1999),Comedy|Romance
276,Milk Money (1994),Comedy|Romance
5673,Punch-Drunk Love (2002),Comedy|Drama|Romance
382,Wolf (1994),Drama|Horror|Romance|Thriller
207,"Walk in the Clouds, A (1995)",Drama|Romance
2369,Desperately Seeking Susan (1985),Comedy|Drama|Romance
1257,Better Off Dead... (1985),Comedy|Romance
5064,The Count of Monte Cristo (2002),Action|Adventure|Drama|Romance|Thriller
215,Before Sunrise (1995),Drama|Romance
1100,Days of Thunder (1990),Action|Drama|Romance
1556,Speed 2: Cruise Control (1997),Action|Romance|Thriller
3087,Scrooged (1988),Comedy|Fantasy|Romance
8529,"Terminal, The (2004)",Comedy|Drama|Romance
2340,Meet Joe Black (1998),Romance
909,"Apartment, The (1960)",Comedy|Drama|Romance
1883,Bulworth (1998),Comedy|Drama|Romance
140,Up Close and Personal (1996),Drama|Romance
2728,Spartacus (1960),Action|Drama|Romance|War
5015,Monster's Ball (2001),Drama|Romance
52973,Knocked Up (2007),Comedy|Drama|Romance
915,Sabrina (1954),Comedy|Romance
1959,Out of Africa (1985),Drama|Romance
361,It Could Happen to You (1994),Comedy|Drama|Romance
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
110,Braveheart (1995),Action|Drama|War
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi
2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller
780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
592,Batman (1989),Action|Crime|Thriller
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
377,Speed (1994),Action|Romance|Thriller
2959,Fight Club (1999),Action|Crime|Drama|Thriller
648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
2028,Saving Private Ryan (1998),Action|Drama|War
1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller
3578,Gladiator (2000),Action|Adventure|Drama
153,Batman Forever (1995),Action|Adventure|Comedy|Crime
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
736,Twister (1996),Action|Adventure|Romance|Thriller
316,Stargate (1994),Action|Adventure|Sci-Fi
7153,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
733,"Rock, The (1996)",Action|Adventure|Thriller
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure
541,Blade Runner (1982),Action|Sci-Fi|Thriller
1036,Die Hard (1988),Action|Crime|Thriller
2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi
10,GoldenEye (1995),Action|Adventure|Thriller
208,Waterworld (1995),Action|Adventure|Sci-Fi
1527,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi
3793,X-Men (2000),Action|Adventure|Sci-Fi
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance
434,Cliffhanger (1993),Action|Adventure|Thriller
2683,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy
185,"Net, The (1995)",Action|Crime|Thriller
6,Heat (1995),Action|Crime|Thriller
5445,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller
288,Natural Born Killers (1994),Action|Crime|Thriller
5349,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller
1208,Apocalypse Now (1979),Action|Drama|War
1387,Jaws (1975),Action|Horror
95,Broken Arrow (1996),Action|Adventure|Thriller
1517,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy
6874,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller
1610,"Hunt for Red October, The (1990)",Action|Adventure|Thriller
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy
1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller
2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
58559,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
1101,Top Gun (1986),Action|Romance
5418,"Bourne Identity, The (2002)",Action|Mystery|Thriller
8961,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical
1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller
474,In the Line of Fire (1993),Action|Thriller
33794,Batman Begins (2005),Action|Crime|IMAX
7438,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller
1573,Face/Off (1997),Action|Crime|Drama|Thriller
442,Demolition Man (1993),Action|Adventure|Sci-Fi
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi
2692,Run Lola Run (Lola rennt) (1998),Action|Crime
6365,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX
2617,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
5378,Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Sci-Fi|IMAX
3623,Mission: Impossible II (2000),Action|Adventure|Thriller
786,Eraser (1996),Action|Drama|Thriller
3977,Charlie's Angels (2000),Action|Comedy
1374,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller
8636,Spider-Man 2 (2004),Action|Adventure|Sci-Fi|IMAX
908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller
1370,Die Hard 2 (1990),Action|Adventure|Thriller
6333,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller
1304,Butch Cassidy and the Sundance Kid (1969),Action|Western
32587,Sin City (2005),Action|Crime|Film-Noir|Mystery|Thriller
2194,"Untouchables, The (1987)",Action|Crime|Drama
1676,Starship Troopers (1997),Action|Sci-Fi
553,Tombstone (1993),Action|Drama|Western
2640,Superman (1978),Action|Adventure|Sci-Fi
173,Judge Dredd (1995),Action|Crime|Sci-Fi
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
3527,Predator (1987),Action|Sci-Fi|Thriller
1544,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
44191,V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX
163,Desperado (1995),Action|Romance|Western
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
2353,Enemy of the State (1998),Action|Thriller
653,Dragonheart (1996),Action|Adventure|Fantasy
1608,Air Force One (1997),Action|Thriller
2985,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller
1552,Con Air (1997),Action|Adventure|Thriller
79132,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
466,Hot Shots! Part Deux (1993),Action|Comedy|War
8665,"Bourne Supremacy, The (2004)",Action|Crime|Thriller
1320,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller
2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
2006,"Mask of Zorro, The (1998)",Action|Comedy|Romance
3753,"Patriot, The (2000)",Action|Drama|War
6016,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance
1377,Batman Returns (1992),Action|Crime
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
2529,Planet of the Apes (1968),Action|Drama|Sci-Fi
151,Rob Roy (1995),Action|Drama|Romance|War
1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror
1408,"Last of the Mohicans, The (1992)",Action|Romance|War|Western
1396,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi
49272,Casino Royale (2006),Action|Adventure|Thriller
33493,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi
6934,"Matrix Revolutions, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX
236,French Kiss (1995),Action|Comedy|Romance
494,Executive Decision (1996),Action|Adventure|Thriller
6502,28 Days Later (2002),Action|Horror|Sci-Fi
168,First Knight (1995),Action|Drama|Romance
2890,Three Kings (1999),Action|Adventure|Comedy|Drama|War
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller
59315,Iron Man (2008),Action|Adventure|Sci-Fi
1722,Tomorrow Never Dies (1997),Action|Adventure|Thriller
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime
2763,"Thomas Crown Affair, The (1999)",Action|Mystery
2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
1909,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller
2167,Blade (1998),Action|Horror|Thriller
1275,Highlander (1986),Action|Adventure|Fantasy
376,"River Wild, The (1994)",Action|Thriller
2947,Goldfinger (1964),Action|Adventure|Thriller
315,"Specialist, The (1994)",Action|Drama|Thriller
2701,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western
1690,Alien: Resurrection (1997),Action|Horror|Sci-Fi
1262,"Great Escape, The (1963)",Action|Adventure|Drama|War
1372,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi
1375,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi
51662,300 (2007),Action|Fantasy|War|IMAX
54286,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller
44,Mortal Kombat (1995),Action|Adventure|Fantasy
4085,Beverly Hills Cop (1984),Action|Comedy|Crime|Drama
4262,Scarface (1983),Action|Crime|Drama
7143,"Last Samurai, The (2003)",Action|Adventure|Drama|War
2005,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy
5010,Black Hawk Down (2001),Action|Drama|War
2105,Tron (1982),Action|Adventure|Sci-Fi
2278,Ronin (1998),Action|Crime|Thriller
